bvn,state_of_origin,state_of_residence,local_government_area,source_of_income
20000098556,Adamawa,Delta,Warri South,Business
20000098557,Enugu,Abia,Aba South,Agriculture
20000098558,Jigawa,Bayelsa,Yenagoa,Salary
20000098559,Sokoto,Bauchi,Bauchi,Informal
20000098560,Ogun,Bauchi,Bauchi,Business
20000098561,Kano,Plateau,Jos South,Contract
20000098562,Ogun,Taraba,Wukari,Agriculture
20000098563,Edo,Delta,Warri South,Agriculture
20000098564,Bayelsa,Katsina,Katsina,Salary
20000098565,Bayelsa,Imo,Owerri Municipal,Agriculture
20000098566,Jigawa,Rivers,Eleme,Salary
20000098567,Osun,Ogun,Abeokuta South,Agriculture
20000098568,Zamfara,Kogi,Okene,Agriculture
20000098569,Kogi,Adamawa,Mubi North,Freelancing
20000098570,Osun,Akwa Ibom,Uyo,Salary
20000098571,Zamfara,Edo,Oredo,Investment
20000098572,Kwara,Benue,Otukpo,Freelancing
20000098573,Borno,Jigawa,Hadejia,Remittance
20000098574,Bayelsa,Kwara,Ilorin East,Contract
20000098575,Enugu,Oyo,Ibadan North,Freelancing
20000098576,Benue,Taraba,Wukari,Salary
20000098577,Plateau,Imo,Owerri Municipal,Business
20000098578,Adamawa,Borno,Biu,Freelancing
20000098579,Borno,Anambra,Onitsha North,Business
20000098580,Plateau,Anambra,Nnewi North,Freelancing
20000098581,Oyo,Abia,Aba South,Business
20000098582,Cross River,Lagos,Ikeja,Salary
20000098583,Kaduna,Ekiti,Oye,Business
20000098584,Plateau,Ondo,Ondo West,Contract
20000098585,Plateau,Sokoto,Tambuwal,Salary
20000098586,Anambra,Enugu,Enugu North,Remittance
20000098587,Enugu,Rivers,Obio-Akpor,Business
20000098588,Katsina,Zamfara,Kaura Namoda,Agriculture
20000098589,Borno,Delta,Udu,Salary
20000098590,Abia,Borno,Maiduguri,Freelancing
20000098591,Kebbi,Delta,Warri South,Salary
20000098592,Akwa Ibom,Niger,Minna,Business
20000098593,Akwa Ibom,Gombe,Kaltungo,Salary
20000098594,Katsina,Rivers,Port Harcourt,Freelancing
20000098595,Abia,Zamfara,Gusau,Business
20000098596,Delta,Bayelsa,Ogbia,Salary
20000098597,Rivers,Kogi,Lokoja,Salary
20000098598,Oyo,Oyo,Ibadan North,Remittance
20000098599,Cross River,Kwara,Ilorin East,Salary
20000098600,Gombe,Rivers,Obio-Akpor,Business
20000098601,Benue,Benue,Makurdi,Mixed
20000098602,Bauchi,Kano,Gwale,Salary
20000098603,Lagos,Borno,Biu,Salary
20000098604,Enugu,Plateau,Jos North,Freelancing
20000098605,Ogun,Niger,Suleja,Salary
20000098606,Rivers,Bauchi,Azare,Business
20000098607,Plateau,Osun,Osogbo,Salary
20000098608,Abia,Kwara,Ilorin West,Salary
20000098609,Oyo,Enugu,Enugu North,Salary
20000098610,Jigawa,Kaduna,Kafanchan,Mixed
20000098611,Kano,Cross River,Ikom,Business
20000098612,Katsina,Gombe,Kaltungo,Remittance
20000098613,Kano,Anambra,Awka South,Agriculture
20000098614,Jigawa,Gombe,Kaltungo,Agriculture
20000098615,Ogun,Anambra,Onitsha North,Business
20000098616,Enugu,Rivers,Eleme,Business
20000098617,Akwa Ibom,Abia,Aba South,Investment
20000098618,Ekiti,Zamfara,Kaura Namoda,Freelancing
20000098619,Enugu,Borno,Biu,Business
20000098620,Niger,Anambra,Nnewi North,Agriculture
20000098621,Gombe,Enugu,Enugu South,Agriculture
20000098622,Taraba,Kwara,Offa,Salary
20000098623,Jigawa,Ogun,Abeokuta South,Business
20000098624,Ekiti,Edo,Oredo,Agriculture
20000098625,Sokoto,Yobe,Damaturu,Freelancing
20000098626,Taraba,Delta,Warri South,Business
20000098627,Yobe,Taraba,Jalingo,Investment
20000098628,Oyo,Kwara,Ilorin West,Salary
20000098629,Gombe,Sokoto,Tambuwal,Contract
20000098630,Taraba,Yobe,Damaturu,Agriculture
20000098631,Bayelsa,Rivers,Obio-Akpor,Investment
20000098632,Nasarawa,Taraba,Jalingo,Agriculture
20000098633,Abia,Anambra,Nnewi North,Contract
20000098634,Kwara,Oyo,Ibadan North,Business
20000098635,Plateau,Enugu,Enugu North,Salary
20000098636,Kebbi,Osun,Ilesa East,Mixed
20000098637,Lagos,Nasarawa,Lafia,Salary
20000098638,FCT,Kogi,Lokoja,Agriculture
20000098639,Rivers,Gombe,Kaltungo,Business
20000098640,Zamfara,Kebbi,Birnin Kebbi,Salary
20000098641,FCT,Taraba,Jalingo,Freelancing
20000098642,Taraba,Edo,Ikpoba-Okha,Business
20000098643,Taraba,Edo,Oredo,Salary
20000098644,Edo,Benue,Makurdi,Business
20000098645,Kogi,Jigawa,Dutse,Agriculture
20000098646,Kano,Zamfara,Kaura Namoda,Contract
20000098647,Anambra,Jigawa,Hadejia,Salary
20000098648,Kwara,FCT,Gwagwalada,Business
20000098649,Kogi,Borno,Maiduguri,Freelancing
20000098650,Delta,Lagos,Yaba,Salary
20000098651,Kano,Edo,Ikpoba-Okha,Business
20000098652,Rivers,Gombe,Kaltungo,Business
20000098653,Osun,Kwara,Ilorin West,Salary
20000098654,Benue,Borno,Maiduguri,Freelancing
20000098655,Lagos,Borno,Biu,Remittance
20000098656,Ogun,Bauchi,Azare,Remittance
20000098657,Taraba,Ebonyi,Afikpo North,Business
20000098658,Bayelsa,Benue,Makurdi,Salary
20000098659,Ogun,Oyo,Ibadan South-West,Mixed
20000098660,Plateau,Osun,Osogbo,Business
20000098661,Delta,Jigawa,Dutse,Salary
20000098662,Niger,Lagos,Eti-Osa,Salary
20000098663,Benue,Niger,Minna,Agriculture
20000098664,Taraba,FCT,Bwari,Business
20000098665,FCT,Gombe,Kaltungo,Business
20000098666,Katsina,Lagos,Alimosho,Contract
20000098667,Benue,Abia,Aba South,Agriculture
20000098668,Benue,Niger,Suleja,Freelancing
20000098669,Borno,Plateau,Barkin Ladi,Business
20000098670,Benue,Kwara,Ilorin East,Agriculture
20000098671,Adamawa,Ogun,Sagamu,Informal
20000098672,Cross River,Oyo,Oyo East,Agriculture
20000098673,Sokoto,Bayelsa,Ogbia,Contract
20000098674,Imo,Ondo,Owo,Remittance
20000098675,Imo,Anambra,Nnewi North,Agriculture
20000098676,Ebonyi,Akwa Ibom,Uyo,Remittance
20000098677,Kebbi,Plateau,Barkin Ladi,Business
20000098678,Bauchi,Taraba,Wukari,Salary
20000098679,Enugu,Zamfara,Gusau,Salary
20000098680,Zamfara,Imo,Orlu,Remittance
20000098681,Rivers,Kano,Gwale,Business
20000098682,Gombe,Benue,Makurdi,Agriculture
20000098683,Lagos,Kano,Fagge,Freelancing
20000098684,Jigawa,Ondo,Ondo West,Business
20000098685,Delta,Kebbi,Argungu,Business
20000098686,Rivers,Enugu,Enugu South,Business
20000098687,Bauchi,Borno,Maiduguri,Business
20000098688,Enugu,Enugu,Nsukka,Investment
20000098689,Ondo,Benue,Gboko,Business
20000098690,Kano,Kaduna,Kaduna South,Business
20000098691,FCT,Nasarawa,Keffi,Freelancing
20000098692,Sokoto,Cross River,Calabar Municipal,Investment
20000098693,Osun,Borno,Maiduguri,Business
20000098694,Nasarawa,Nasarawa,Lafia,Agriculture
20000098695,Cross River,Nasarawa,Keffi,Business
20000098696,Ebonyi,Edo,Egor,Freelancing
20000098697,Ekiti,Oyo,Ibadan North,Agriculture
20000098698,Osun,Ogun,Abeokuta South,Salary
20000098699,Rivers,Gombe,Kaltungo,Informal
20000098700,Kebbi,Cross River,Calabar Municipal,Business
20000098701,Ekiti,Delta,Oshimili South,Agriculture
20000098702,Kebbi,Cross River,Ikom,Remittance
20000098703,Ebonyi,Plateau,Jos South,Salary
20000098704,Benue,Jigawa,Hadejia,Salary
20000098705,Kebbi,Imo,Orlu,Business
20000098706,Rivers,Delta,Warri South,Salary
20000098707,Lagos,Kwara,Ilorin West,Business
20000098708,Nasarawa,Jigawa,Dutse,Investment
20000098709,Kogi,Plateau,Barkin Ladi,Mixed
20000098710,Bayelsa,Kwara,Ilorin East,Agriculture
20000098711,Yobe,Edo,Egor,Business
20000098712,Cross River,Akwa Ibom,Eket,Freelancing
20000098713,Ebonyi,Enugu,Enugu South,Agriculture
20000098714,Niger,Kaduna,Kaduna North,Salary
20000098715,Sokoto,Imo,Owerri Municipal,Business
20000098716,Ekiti,Anambra,Nnewi North,Salary
20000098717,Lagos,Edo,Ikpoba-Okha,Agriculture
20000098718,Ogun,Katsina,Daura,Business
20000098719,Anambra,Kano,Tarauni,Business
20000098720,Ekiti,Zamfara,Gusau,Agriculture
20000098721,Akwa Ibom,Sokoto,Sokoto North,Investment
20000098722,Imo,Zamfara,Kaura Namoda,Business
20000098723,Kaduna,Cross River,Calabar Municipal,Mixed
20000098724,Ogun,Oyo,Ogbomosho North,Salary
20000098725,Enugu,Bauchi,Azare,Agriculture
20000098726,Kwara,Kwara,Offa,Business
20000098727,Akwa Ibom,Ondo,Ondo West,Freelancing
20000098728,Adamawa,Imo,Owerri Municipal,Agriculture
20000098729,Cross River,Yobe,Potiskum,Business
20000098730,Oyo,Kwara,Offa,Business
20000098731,Katsina,Enugu,Enugu North,Salary
20000098732,Oyo,Imo,Orlu,Contract
20000098733,Abia,Nasarawa,Keffi,Salary
20000098734,Ebonyi,Niger,Bida,Mixed
20000098735,Enugu,Delta,Udu,Salary
20000098736,FCT,Borno,Biu,Salary
20000098737,Rivers,Gombe,Kaltungo,Agriculture
20000098738,Cross River,Abia,Umuahia North,Agriculture
20000098739,Cross River,Delta,Warri South,Salary
20000098740,Akwa Ibom,Taraba,Jalingo,Salary
20000098741,Ekiti,Imo,Orlu,Salary
20000098742,Ekiti,Plateau,Jos South,Business
20000098743,Oyo,Kano,Nassarawa,Contract
20000098744,Osun,Adamawa,Mubi North,Salary
20000098745,Nasarawa,Anambra,Onitsha North,Salary
20000098746,Bauchi,Delta,Udu,Business
20000098747,Zamfara,Kebbi,Birnin Kebbi,Salary
20000098748,Kano,Rivers,Obio-Akpor,Agriculture
20000098749,Kogi,Oyo,Ibadan South-West,Freelancing
20000098750,Enugu,Edo,Oredo,Freelancing
20000098751,Rivers,Niger,Suleja,Business
20000098752,Nasarawa,Kogi,Lokoja,Agriculture
20000098753,Rivers,Abia,Umuahia North,Agriculture
20000098754,Ondo,Yobe,Potiskum,Freelancing
20000098755,Kaduna,Lagos,Surulere,Business
20000098756,Ogun,Bauchi,Bauchi,Business
20000098757,Kebbi,Kano,Nassarawa,Business
20000098758,Ogun,Ebonyi,Afikpo North,Remittance
20000098759,Abia,Edo,Ikpoba-Okha,Investment
20000098760,Rivers,Kebbi,Birnin Kebbi,Contract
20000098761,Yobe,Borno,Maiduguri,Salary
20000098762,Oyo,FCT,Kuje,Business
20000098763,Kaduna,Imo,Orlu,Business
20000098764,Kaduna,Jigawa,Hadejia,Agriculture
20000098765,Anambra,Niger,Minna,Salary
20000098766,Ondo,Sokoto,Tambuwal,Mixed
20000098767,Benue,Imo,Owerri Municipal,Salary
20000098768,Nasarawa,Bauchi,Bauchi,Business
20000098769,Sokoto,Cross River,Calabar Municipal,Business
20000098770,Kwara,Cross River,Ikom,Agriculture
20000098771,Rivers,Lagos,Eti-Osa,Agriculture
20000098772,Nasarawa,Benue,Gboko,Investment
20000098773,Ebonyi,Ebonyi,Abakaliki,Business
20000098774,Abia,Ebonyi,Abakaliki,Salary
20000098775,Plateau,Kaduna,Kaduna South,Freelancing
20000098776,Ondo,Kaduna,Kaduna South,Freelancing
20000098777,Kaduna,Lagos,Ikeja,Freelancing
20000098778,Zamfara,Ondo,Owo,Freelancing
20000098779,Gombe,Bayelsa,Yenagoa,Freelancing
20000098780,Gombe,Ondo,Ondo West,Agriculture
20000098781,Edo,Rivers,Okrika,Business
20000098782,Rivers,Anambra,Onitsha North,Salary
20000098783,Nasarawa,Bauchi,Azare,Freelancing
20000098784,Bayelsa,FCT,Bwari,Remittance
20000098785,Bayelsa,Katsina,Katsina,Freelancing
20000098786,Katsina,Abia,Aba South,Business
20000098787,Ondo,Borno,Maiduguri,Salary
20000098788,FCT,Kano,Nassarawa,Salary
20000098789,Oyo,Rivers,Obio-Akpor,Agriculture
20000098790,Kogi,Oyo,Ogbomosho North,Salary
20000098791,FCT,Kwara,Ilorin West,Salary
20000098792,Kogi,Abia,Umuahia North,Freelancing
20000098793,Yobe,Adamawa,Yola North,Business
20000098794,Enugu,Lagos,Alimosho,Mixed
20000098795,Imo,Ondo,Akure South,Agriculture
20000098796,Bauchi,Enugu,Enugu South,Salary
20000098797,Adamawa,Ogun,Ijebu Ode,Salary
20000098798,Niger,Ebonyi,Abakaliki,Freelancing
20000098799,Ekiti,Benue,Otukpo,Business
20000098800,Edo,Ogun,Ijebu Ode,Salary
20000098801,Zamfara,Osun,Ilesa East,Contract
20000098802,Enugu,Oyo,Ibadan South-West,Business
20000098803,Yobe,Benue,Makurdi,Investment
20000098804,Kogi,Benue,Otukpo,Agriculture
20000098805,Niger,Kebbi,Argungu,Business
20000098806,Bauchi,Kano,Fagge,Agriculture
20000098807,Kwara,Benue,Gboko,Business
20000098808,Cross River,Anambra,Nnewi North,Investment
20000098809,Sokoto,Borno,Maiduguri,Agriculture
20000098810,Osun,Rivers,Eleme,Business
20000098811,Ekiti,Kebbi,Birnin Kebbi,Salary
20000098812,Rivers,Akwa Ibom,Uyo,Salary
20000098813,Ekiti,Cross River,Ikom,Freelancing
20000098814,Bayelsa,Kebbi,Birnin Kebbi,Business
20000098815,Delta,Ondo,Owo,Freelancing
20000098816,Kogi,Anambra,Onitsha North,Remittance
20000098817,Enugu,Katsina,Daura,Salary
20000098818,Kano,Kaduna,Kaduna North,Contract
20000098819,Taraba,Yobe,Damaturu,Business
20000098820,Katsina,Kwara,Ilorin West,Salary
20000098821,Imo,Adamawa,Yola North,Salary
20000098822,Zamfara,Gombe,Gombe,Freelancing
20000098823,Kebbi,Sokoto,Tambuwal,Salary
20000098824,Ondo,Kebbi,Birnin Kebbi,Salary
20000098825,Niger,Kebbi,Birnin Kebbi,Investment
20000098826,Akwa Ibom,Bayelsa,Ogbia,Freelancing
20000098827,Bauchi,FCT,Abuja Municipal,Freelancing
20000098828,FCT,Osun,Ilesa East,Agriculture
20000098829,Zamfara,Kano,Nassarawa,Salary
20000098830,Gombe,Plateau,Jos North,Business
20000098831,Kano,Ebonyi,Abakaliki,Salary
20000098832,Ogun,Ondo,Akure South,Salary
20000098833,Gombe,Akwa Ibom,Uyo,Remittance
20000098834,Jigawa,Enugu,Nsukka,Salary
20000098835,Taraba,Anambra,Nnewi North,Salary
20000098836,Bayelsa,Ogun,Sagamu,Business
20000098837,Ebonyi,Delta,Oshimili South,Business
20000098838,Kogi,Bauchi,Bauchi,Contract
20000098839,Taraba,Kwara,Ilorin East,Freelancing
20000098840,Delta,Kwara,Offa,Remittance
20000098841,Cross River,Ebonyi,Abakaliki,Business
20000098842,Bauchi,Plateau,Jos South,Salary
20000098843,Ondo,Niger,Suleja,Freelancing
20000098844,Sokoto,Ekiti,Ado-Ekiti,Informal
20000098845,Kano,Ekiti,Ikere,Freelancing
20000098846,Cross River,Imo,Owerri Municipal,Business
20000098847,Ebonyi,FCT,Kuje,Agriculture
20000098848,Kebbi,Taraba,Jalingo,Freelancing
20000098849,Niger,Kebbi,Birnin Kebbi,Business
20000098850,Jigawa,Kogi,Okene,Freelancing
20000098851,Zamfara,Ogun,Ado-Odo/Ota,Business
20000098852,Gombe,Benue,Gboko,Business
20000098853,Nasarawa,Abia,Umuahia North,Salary
20000098854,Benue,Enugu,Enugu South,Mixed
20000098855,Ekiti,Benue,Gboko,Salary
20000098856,Delta,Anambra,Onitsha North,Business
20000098857,Bayelsa,Edo,Egor,Salary
20000098858,Borno,Nasarawa,Lafia,Agriculture
20000098859,Katsina,Akwa Ibom,Eket,Agriculture
20000098860,Lagos,Benue,Gboko,Business
20000098861,Niger,Kwara,Ilorin West,Salary
20000098862,Bauchi,Kebbi,Birnin Kebbi,Freelancing
20000098863,Edo,Bayelsa,Yenagoa,Agriculture
20000098864,Jigawa,Delta,Udu,Business
20000098865,Enugu,Oyo,Ibadan North,Business
20000098866,Jigawa,Abia,Umuahia North,Business
20000098867,Kaduna,Delta,Udu,Agriculture
20000098868,Kwara,Anambra,Awka South,Contract
20000098869,Sokoto,Plateau,Jos North,Business
20000098870,Yobe,Nasarawa,Keffi,Business
20000098871,Oyo,Nasarawa,Lafia,Salary
20000098872,Osun,Abia,Umuahia North,Agriculture
20000098873,Benue,Rivers,Port Harcourt,Remittance
20000098874,Zamfara,Niger,Minna,Salary
20000098875,Kaduna,Ekiti,Oye,Freelancing
20000098876,Kwara,Jigawa,Hadejia,Contract
20000098877,Sokoto,Adamawa,Yola North,Business
20000098878,Edo,Sokoto,Sokoto North,Investment
20000098879,Jigawa,Katsina,Katsina,Salary
20000098880,Cross River,Adamawa,Mubi North,Salary
20000098881,Gombe,Kebbi,Birnin Kebbi,Mixed
20000098882,Borno,Osun,Osogbo,Investment
20000098883,Ekiti,Cross River,Ikom,Informal
20000098884,FCT,Kogi,Okene,Agriculture
20000098885,Kaduna,Adamawa,Yola North,Contract
20000098886,Kogi,Akwa Ibom,Uyo,Salary
20000098887,Zamfara,Adamawa,Yola North,Freelancing
20000098888,Kwara,Abia,Umuahia North,Salary
20000098889,Bauchi,FCT,Abuja Municipal,Salary
20000098890,Bauchi,Borno,Biu,Salary
20000098891,Anambra,Gombe,Gombe,Investment
20000098892,Sokoto,Benue,Gboko,Salary
20000098893,Delta,Benue,Otukpo,Business
20000098894,Osun,Rivers,Obio-Akpor,Remittance
20000098895,Delta,Taraba,Wukari,Remittance
20000098896,Kogi,Ebonyi,Abakaliki,Contract
20000098897,Anambra,Ondo,Akure South,Business
20000098898,Imo,Jigawa,Hadejia,Salary
20000098899,Kaduna,Delta,Oshimili South,Agriculture
20000098900,Anambra,Jigawa,Hadejia,Salary
20000098901,Akwa Ibom,Katsina,Katsina,Agriculture
20000098902,FCT,Jigawa,Dutse,Salary
20000098903,Osun,Lagos,Eti-Osa,Salary
20000098904,Ogun,Oyo,Ibadan South-West,Investment
20000098905,Borno,Zamfara,Gusau,Salary
20000098906,Plateau,Bauchi,Azare,Agriculture
20000098907,Yobe,Nasarawa,Lafia,Agriculture
20000098908,FCT,Ondo,Akure South,Business
20000098909,Ogun,Kogi,Okene,Salary
20000098910,Ebonyi,Ebonyi,Afikpo North,Agriculture
20000098911,Adamawa,Jigawa,Dutse,Business
20000098912,Bauchi,Yobe,Potiskum,Salary
20000098913,Yobe,Ekiti,Ikere,Business
20000098914,Borno,Kogi,Okene,Contract
20000098915,Jigawa,Adamawa,Yola North,Remittance
20000098916,Plateau,Plateau,Jos South,Agriculture
20000098917,Ebonyi,Kano,Fagge,Mixed
20000098918,Gombe,Enugu,Nsukka,Agriculture
20000098919,FCT,Nasarawa,Keffi,Business
20000098920,Osun,Edo,Oredo,Business
20000098921,Kano,Cross River,Calabar Municipal,Salary
20000098922,Kaduna,Abia,Umuahia North,Business
20000098923,Kaduna,Gombe,Gombe,Agriculture
20000098924,Borno,Yobe,Damaturu,Business
20000098925,Ebonyi,Anambra,Onitsha North,Agriculture
20000098926,Bauchi,Niger,Suleja,Freelancing
20000098927,Adamawa,Oyo,Oyo East,Salary
20000098928,Sokoto,Anambra,Awka South,Investment
20000098929,Ebonyi,Kano,Tarauni,Freelancing
20000098930,Oyo,Jigawa,Hadejia,Agriculture
20000098931,Osun,Jigawa,Hadejia,Business
20000098932,Ogun,Anambra,Nnewi North,Salary
20000098933,Plateau,Nasarawa,Lafia,Business
20000098934,Jigawa,Ekiti,Ikere,Business
20000098935,Delta,Abia,Aba South,Business
20000098936,Zamfara,Borno,Maiduguri,Agriculture
20000098937,Cross River,Ogun,Sagamu,Mixed
20000098938,Zamfara,Taraba,Wukari,Remittance
20000098939,Cross River,Bayelsa,Ogbia,Business
20000098940,Kwara,Benue,Gboko,Business
20000098941,Ekiti,Bayelsa,Yenagoa,Salary
20000098942,Zamfara,Benue,Gboko,Business
20000098943,Kano,Zamfara,Kaura Namoda,Salary
20000098944,Ekiti,Niger,Suleja,Remittance
20000098945,Nasarawa,Borno,Maiduguri,Salary
20000098946,Kaduna,Niger,Minna,Freelancing
20000098947,Yobe,Kebbi,Birnin Kebbi,Freelancing
20000098948,Yobe,Katsina,Daura,Salary
20000098949,Ekiti,Edo,Ikpoba-Okha,Agriculture
20000098950,Akwa Ibom,Nasarawa,Keffi,Salary
20000098951,Ogun,Cross River,Ikom,Informal
20000098952,Yobe,Benue,Gboko,Investment
20000098953,Sokoto,Ebonyi,Abakaliki,Business
20000098954,Ondo,Niger,Suleja,Salary
20000098955,Plateau,Ogun,Ado-Odo/Ota,Business
20000098956,Akwa Ibom,FCT,Gwagwalada,Salary
20000098957,Osun,Benue,Otukpo,Business
20000098958,Kaduna,Bauchi,Azare,Agriculture
20000098959,Osun,Kaduna,Zaria,Business
20000098960,Zamfara,Akwa Ibom,Eket,Agriculture
20000098961,Rivers,Nasarawa,Keffi,Salary
20000098962,Sokoto,Kogi,Okene,Remittance
20000098963,Yobe,Edo,Ikpoba-Okha,Salary
20000098964,Abia,Kebbi,Birnin Kebbi,Remittance
20000098965,Lagos,Kaduna,Kafanchan,Salary
20000098966,Gombe,Kaduna,Zaria,Business
20000098967,Rivers,Imo,Owerri Municipal,Salary
20000098968,Ebonyi,Ebonyi,Abakaliki,Contract
20000098969,Plateau,Sokoto,Sokoto North,Business
20000098970,Kebbi,Oyo,Ibadan South-West,Salary
20000098971,Edo,Ekiti,Ikere,Mixed
20000098972,Gombe,Adamawa,Mubi North,Freelancing
20000098973,Kwara,Rivers,Okrika,Agriculture
20000098974,Anambra,Akwa Ibom,Uyo,Business
20000098975,Delta,Ogun,Ado-Odo/Ota,Agriculture
20000098976,Abia,Katsina,Katsina,Freelancing
20000098977,Ogun,Borno,Biu,Salary
20000098978,Osun,Yobe,Potiskum,Agriculture
20000098979,Zamfara,Kebbi,Birnin Kebbi,Salary
20000098980,Lagos,Bayelsa,Yenagoa,Remittance
20000098981,Bayelsa,Osun,Ilesa East,Salary
20000098982,Jigawa,Abia,Aba South,Agriculture
20000098983,Yobe,FCT,Kuje,Salary
20000098984,Yobe,Ekiti,Oye,Salary
20000098985,Nasarawa,Osun,Osogbo,Freelancing
20000098986,Katsina,Taraba,Jalingo,Salary
20000098987,Ondo,Yobe,Potiskum,Mixed
20000098988,Plateau,Bauchi,Azare,Business
20000098989,Katsina,Bauchi,Azare,Freelancing
20000098990,Lagos,Ogun,Ijebu Ode,Freelancing
20000098991,Kano,Zamfara,Gusau,Contract
20000098992,Bayelsa,Oyo,Ibadan North,Salary
20000098993,Niger,Ebonyi,Afikpo North,Salary
20000098994,Nasarawa,Ebonyi,Abakaliki,Business
20000098995,Taraba,Kaduna,Zaria,Agriculture
20000098996,Kano,Abia,Umuahia North,Salary
20000098997,Sokoto,Borno,Biu,Business
20000098998,Nasarawa,Niger,Suleja,Business
20000098999,Cross River,Nasarawa,Lafia,Remittance
20000099000,Edo,Bauchi,Azare,Business
20000099001,Yobe,Borno,Biu,Contract
20000099002,Benue,Adamawa,Yola North,Business
20000099003,Nasarawa,FCT,Abuja Municipal,Salary
20000099004,Adamawa,Benue,Makurdi,Informal
20000099005,Bauchi,Anambra,Nnewi North,Freelancing
20000099006,Borno,Abia,Umuahia North,Business
20000099007,Edo,Kaduna,Kaduna North,Investment
20000099008,Gombe,Ekiti,Ado-Ekiti,Salary
20000099009,Akwa Ibom,Bauchi,Bauchi,Freelancing
20000099010,Zamfara,Plateau,Jos South,Business
20000099011,Enugu,Kogi,Okene,Salary
20000099012,Gombe,Katsina,Daura,Agriculture
20000099013,Bauchi,Kwara,Ilorin West,Salary
20000099014,Imo,Imo,Orlu,Salary
20000099015,Abia,Ogun,Ado-Odo/Ota,Business
20000099016,Ogun,Nasarawa,Lafia,Freelancing
20000099017,Lagos,Imo,Owerri Municipal,Agriculture
20000099018,Bayelsa,Niger,Suleja,Investment
20000099019,Kwara,Imo,Owerri Municipal,Business
20000099020,Cross River,Adamawa,Yola North,Business
20000099021,Delta,Kebbi,Argungu,Salary
20000099022,Ogun,Akwa Ibom,Eket,Salary
20000099023,Ogun,Bauchi,Azare,Salary
20000099024,Ondo,Yobe,Potiskum,Agriculture
20000099025,Sokoto,Edo,Ikpoba-Okha,Salary
20000099026,Delta,Katsina,Daura,Agriculture
20000099027,Anambra,Cross River,Ikom,Salary
20000099028,Plateau,FCT,Abuja Municipal,Salary
20000099029,Jigawa,Yobe,Potiskum,Salary
20000099030,Jigawa,Rivers,Eleme,Agriculture
20000099031,Delta,Lagos,Yaba,Business
20000099032,Adamawa,Bayelsa,Ogbia,Salary
20000099033,Ogun,Kebbi,Birnin Kebbi,Agriculture
20000099034,Bauchi,Oyo,Oyo East,Salary
20000099035,Oyo,Yobe,Potiskum,Salary
20000099036,Delta,Yobe,Damaturu,Remittance
20000099037,Nasarawa,Cross River,Ikom,Agriculture
20000099038,Lagos,Kaduna,Kaduna North,Salary
20000099039,Delta,Enugu,Nsukka,Contract
20000099040,Adamawa,Edo,Oredo,Freelancing
20000099041,Zamfara,Kogi,Lokoja,Contract
20000099042,Ondo,Plateau,Barkin Ladi,Contract
20000099043,Ondo,Bayelsa,Yenagoa,Contract
20000099044,Anambra,Kano,Nassarawa,Salary
20000099045,Niger,Kogi,Lokoja,Salary
20000099046,Gombe,Ogun,Ado-Odo/Ota,Agriculture
20000099047,Osun,Anambra,Nnewi North,Agriculture
20000099048,Zamfara,Sokoto,Sokoto North,Agriculture
20000099049,Rivers,Taraba,Wukari,Mixed
20000099050,Bayelsa,Gombe,Kaltungo,Agriculture
20000099051,Nasarawa,Benue,Otukpo,Freelancing
20000099052,Nasarawa,Anambra,Nnewi North,Agriculture
20000099053,Taraba,Niger,Bida,Business
20000099054,Kwara,Osun,Ife Central,Agriculture
20000099055,Kwara,Cross River,Ikom,Agriculture
20000099056,Ekiti,Gombe,Gombe,Contract
20000099057,Ogun,Ogun,Sagamu,Business
20000099058,Borno,Kaduna,Zaria,Salary
20000099059,Kogi,Taraba,Wukari,Remittance
20000099060,Cross River,Ekiti,Ikere,Investment
20000099061,Gombe,Kano,Nassarawa,Business
20000099062,Abia,Zamfara,Gusau,Salary
20000099063,Bayelsa,Zamfara,Kaura Namoda,Business
20000099064,Kwara,Zamfara,Kaura Namoda,Freelancing
20000099065,Gombe,Ondo,Owo,Salary
20000099066,FCT,Edo,Ikpoba-Okha,Remittance
20000099067,Lagos,Oyo,Ibadan South-West,Agriculture
20000099068,Plateau,Gombe,Kaltungo,Salary
20000099069,Katsina,Ogun,Sagamu,Agriculture
20000099070,Yobe,Abia,Umuahia North,Agriculture
20000099071,Ekiti,Kwara,Ilorin West,Salary
20000099072,Katsina,Anambra,Onitsha North,Salary
20000099073,Katsina,Ebonyi,Abakaliki,Contract
20000099074,Anambra,Benue,Otukpo,Remittance
20000099075,Sokoto,Kano,Gwale,Investment
20000099076,Kano,Borno,Biu,Contract
20000099077,Taraba,Katsina,Katsina,Agriculture
20000099078,Plateau,Sokoto,Tambuwal,Freelancing
20000099079,Bauchi,Imo,Orlu,Business
20000099080,Lagos,Kwara,Ilorin East,Salary
20000099081,Kebbi,Osun,Ilesa East,Informal
20000099082,Bayelsa,Imo,Owerri Municipal,Agriculture
20000099083,Jigawa,FCT,Gwagwalada,Salary
20000099084,Yobe,Rivers,Eleme,Salary
20000099085,Kwara,Jigawa,Dutse,Business
20000099086,Taraba,Ogun,Abeokuta South,Salary
20000099087,Kogi,Ogun,Sagamu,Investment
20000099088,Benue,Plateau,Barkin Ladi,Contract
20000099089,Osun,Ekiti,Oye,Salary
20000099090,Akwa Ibom,Imo,Orlu,Freelancing
20000099091,Gombe,Bauchi,Bauchi,Business
