bvn,first_name,last_name,gender,age,date_of_birth,marital_status,nationality,employment_status,occupation,employment_sector,education_level,years_of_experience
20000086678,Aisha,Okafor,Female,74,1952-01-01,Single,Nigerian,Retired,Retired,,Bachelors,
20000086679,Kemi,Okafor,Female,50,1976-01-01,Single,Nigerian,Self-Employed,Artisan,Public,Diploma,21.0
20000086680,Zainab,Abdullahi,Female,21,2005-01-01,Widowed,Nigerian,Student,Student,,Masters,
20000086681,Yusuf,Lawal,Male,24,2002-01-01,Single,Nigerian,Self-Employed,Trader,Public,Secondary,5.0
20000086682,Chinedu,Balogun,Male,70,1956-01-01,Widowed,Nigerian,Retired,Retired,,Primary,
20000086683,Funke,Lawal,Female,50,1976-01-01,Married,Nigerian,Self-Employed,Farmer,Informal,Masters,19.0
20000086684,Kemi,Adeyemi,Female,53,1973-01-01,Single,Nigerian,Employed,Engineer,Public,Primary,19.0
20000086685,Funke,Sadiq,Female,47,1979-01-01,Divorced,Nigerian,Unemployed,None,,Secondary,
20000086686,Emeka,Okoye,Male,62,1964-01-01,Divorced,Nigerian,Employed,Civil Servant,NGO,Masters,20.0
20000086687,Emeka,Lawal,Male,73,1953-01-01,Divorced,Nigerian,Retired,Retired,,Secondary,
20000086688,Fatima,Balogun,Female,24,2002-01-01,Divorced,Nigerian,Unemployed,None,,Secondary,
20000086689,Fatima,Ogunleye,Female,24,2002-01-01,Single,Nigerian,Employed,Accountant,Informal,Masters,2.0
20000086690,Sadiq,Okafor,Male,37,1989-01-01,Married,Nigerian,Self-Employed,Consultant,Informal,Primary,7.0
20000086691,Kunle,Balogun,Male,51,1975-01-01,Widowed,Nigerian,Retired,Retired,,PhD,
20000086692,Sade,Okafor,Female,38,1988-01-01,Divorced,Nigerian,Student,Student,,PhD,
20000086693,Kunle,Okafor,Male,54,1972-01-01,Widowed,Nigerian,Employed,Civil Servant,Informal,Diploma,5.0
20000086694,Tunde,Akinwale,Male,55,1971-01-01,Single,Nigerian,Self-Employed,Trader,Informal,Secondary,5.0
20000086695,Olu,Okafor,Male,34,1992-01-01,Single,Nigerian,Employed,Civil Servant,Informal,Bachelors,14.0
20000086696,Musa,Ogunleye,Male,41,1985-01-01,Divorced,Nigerian,Employed,Analyst,NGO,Bachelors,21.0
20000086697,Emeka,Abdullahi,Male,37,1989-01-01,Divorced,Nigerian,Self-Employed,Farmer,Informal,Diploma,12.0
20000086698,Halima,Ogunleye,Female,49,1977-01-01,Single,Nigerian,Employed,Civil Servant,Public,Secondary,12.0
20000086699,Ngozi,Sadiq,Female,55,1971-01-01,Widowed,Nigerian,Employed,Teacher,Informal,PhD,3.0
20000086700,Tunde,Mohammed,Male,61,1965-01-01,Widowed,Nigerian,Employed,Analyst,NGO,Masters,31.0
20000086701,Sadiq,Abdullahi,Male,62,1964-01-01,Married,Nigerian,Employed,Accountant,NGO,Masters,33.0
20000086702,Funke,Abdullahi,Female,31,1995-01-01,Widowed,Nigerian,Student,Student,,Secondary,
20000086703,Halima,Mohammed,Female,24,2002-01-01,Divorced,Nigerian,Unemployed,None,,Masters,
20000086704,Yusuf,Ogunleye,Male,27,1999-01-01,Divorced,Nigerian,Self-Employed,Artisan,Private,Secondary,7.0
20000086705,Funke,Okafor,Female,18,2008-01-01,Single,Nigerian,Student,Student,,Bachelors,
20000086706,Chinedu,Akinwale,Male,24,2002-01-01,Widowed,Nigerian,Student,Student,,Diploma,
20000086707,Sade,Abdullahi,Female,62,1964-01-01,Divorced,Nigerian,Employed,Engineer,Informal,PhD,36.0
20000086708,Sade,Adeyemi,Female,68,1958-01-01,Divorced,Nigerian,Retired,Retired,,Masters,
20000086709,Sade,Okafor,Female,70,1956-01-01,Married,Nigerian,Retired,Retired,,Secondary,
20000086710,Amaka,Okafor,Female,25,2001-01-01,Single,Nigerian,Self-Employed,Artisan,Public,Primary,6.0
20000086711,Bisi,Akinwale,Female,29,1997-01-01,Widowed,Nigerian,Employed,Analyst,Informal,Secondary,1.0
20000086712,Aisha,Lawal,Female,56,1970-01-01,Divorced,Nigerian,Employed,Engineer,Public,Masters,24.0
20000086713,Fatima,Balogun,Female,61,1965-01-01,Single,Nigerian,Self-Employed,Trader,Public,PhD,6.0
20000086714,Fatima,Adeyemi,Female,45,1981-01-01,Married,Nigerian,Retired,Retired,,Masters,
20000086715,Sadiq,Sadiq,Male,22,2004-01-01,Married,Nigerian,Employed,Civil Servant,NGO,Bachelors,4.0
20000086716,Aisha,Ogunleye,Female,72,1954-01-01,Divorced,Nigerian,Retired,Retired,,Masters,
20000086717,Ngozi,Balogun,Female,69,1957-01-01,Widowed,Nigerian,Retired,Retired,,Diploma,
20000086718,Musa,Lawal,Male,73,1953-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000086719,Halima,Akinwale,Female,65,1961-01-01,Widowed,Nigerian,Employed,Teacher,Public,Diploma,1.0
20000086720,Ade,Mohammed,Male,33,1993-01-01,Divorced,Nigerian,Employed,Civil Servant,NGO,Bachelors,0.0
20000086721,Emeka,Abdullahi,Male,30,1996-01-01,Single,Nigerian,Employed,Engineer,Informal,PhD,11.0
20000086722,Kunle,Okoye,Male,67,1959-01-01,Single,Nigerian,Retired,Retired,,Primary,
20000086723,Kemi,Mohammed,Female,54,1972-01-01,Single,Nigerian,Employed,Accountant,Public,Diploma,23.0
20000086724,Sadiq,Akinwale,Male,37,1989-01-01,Single,Nigerian,Employed,Teacher,NGO,Diploma,14.0
20000086725,Aisha,Sadiq,Female,30,1996-01-01,Widowed,Nigerian,Student,Student,,Bachelors,
20000086726,Chinedu,Abdullahi,Male,58,1968-01-01,Widowed,Nigerian,Employed,Analyst,NGO,Secondary,36.0
20000086727,Ibrahim,Balogun,Male,27,1999-01-01,Widowed,Nigerian,Self-Employed,Farmer,Public,Primary,5.0
20000086728,Sade,Ogunleye,Female,57,1969-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000086729,Aisha,Sadiq,Female,48,1978-01-01,Single,Nigerian,Self-Employed,Consultant,Public,Bachelors,17.0
20000086730,Fatima,Lawal,Female,41,1985-01-01,Divorced,Nigerian,Student,Student,,Masters,
20000086731,Sade,Akinwale,Female,61,1965-01-01,Single,Nigerian,Employed,Engineer,Informal,Diploma,38.0
20000086732,Yusuf,Okoye,Male,57,1969-01-01,Widowed,Nigerian,Self-Employed,Trader,Public,PhD,3.0
20000086733,Yusuf,Akinwale,Male,36,1990-01-01,Divorced,Nigerian,Retired,Retired,,PhD,
20000086734,Musa,Abdullahi,Male,43,1983-01-01,Widowed,Nigerian,Employed,Analyst,Public,Secondary,8.0
20000086735,Olu,Mohammed,Male,62,1964-01-01,Married,Nigerian,Employed,Analyst,Informal,Bachelors,2.0
20000086736,Fatima,Adeyemi,Female,29,1997-01-01,Widowed,Nigerian,Self-Employed,Farmer,Private,Primary,2.0
20000086737,Sadiq,Mohammed,Male,54,1972-01-01,Married,Nigerian,Employed,Teacher,Public,Bachelors,20.0
20000086738,Olu,Mohammed,Male,24,2002-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000086739,Sadiq,Balogun,Male,52,1974-01-01,Single,Nigerian,Retired,Retired,,PhD,
20000086740,Ngozi,Akinwale,Female,35,1991-01-01,Divorced,Nigerian,Employed,Analyst,NGO,Primary,6.0
20000086741,Yusuf,Abdullahi,Male,47,1979-01-01,Widowed,Nigerian,Self-Employed,Farmer,Informal,Bachelors,0.0
20000086742,Ade,Lawal,Male,39,1987-01-01,Divorced,Nigerian,Retired,Retired,,Primary,
20000086743,Kunle,Ogunleye,Male,29,1997-01-01,Divorced,Nigerian,Unemployed,None,,Secondary,
20000086744,Musa,Ogunleye,Male,56,1970-01-01,Married,Nigerian,Employed,Accountant,Public,Bachelors,38.0
20000086745,Amaka,Balogun,Female,32,1994-01-01,Divorced,Nigerian,Self-Employed,Artisan,Public,Secondary,14.0
20000086746,Bisi,Okafor,Female,23,2003-01-01,Married,Nigerian,Self-Employed,Artisan,Informal,Secondary,5.0
20000086747,Aisha,Mohammed,Female,60,1966-01-01,Widowed,Nigerian,Employed,Teacher,NGO,PhD,8.0
20000086748,Amaka,Adeyemi,Female,74,1952-01-01,Married,Nigerian,Retired,Retired,,Masters,
20000086749,Yusuf,Okafor,Male,29,1997-01-01,Single,Nigerian,Employed,Analyst,Private,Bachelors,0.0
20000086750,Olu,Sadiq,Male,71,1955-01-01,Married,Nigerian,Retired,Retired,,Diploma,
20000086751,Chinedu,Sadiq,Male,39,1987-01-01,Single,Nigerian,Self-Employed,Farmer,Private,Primary,20.0
20000086752,Musa,Adeyemi,Male,69,1957-01-01,Divorced,Nigerian,Retired,Retired,,Masters,
20000086753,Ade,Balogun,Male,74,1952-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000086754,Ibrahim,Okoye,Male,40,1986-01-01,Widowed,Nigerian,Employed,Analyst,NGO,Diploma,19.0
20000086755,Emeka,Okafor,Male,40,1986-01-01,Widowed,Nigerian,Student,Student,,Secondary,
20000086756,Tunde,Lawal,Male,32,1994-01-01,Married,Nigerian,Self-Employed,Trader,Informal,Masters,0.0
20000086757,Zainab,Akinwale,Female,68,1958-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000086758,Emeka,Sadiq,Male,67,1959-01-01,Married,Nigerian,Retired,Retired,,Secondary,
20000086759,Funke,Sadiq,Female,30,1996-01-01,Widowed,Nigerian,Self-Employed,Trader,Private,Secondary,12.0
20000086760,Musa,Abdullahi,Male,62,1964-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000086761,Ngozi,Okafor,Female,33,1993-01-01,Single,Nigerian,Self-Employed,Farmer,NGO,PhD,13.0
20000086762,Ibrahim,Abdullahi,Male,67,1959-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000086763,Tunde,Okoye,Male,23,2003-01-01,Single,Nigerian,Student,Student,,Secondary,
20000086764,Funke,Ogunleye,Female,26,2000-01-01,Widowed,Nigerian,Unemployed,None,,Bachelors,
20000086765,Zainab,Balogun,Female,51,1975-01-01,Single,Nigerian,Unemployed,None,,PhD,
20000086766,Ngozi,Lawal,Female,25,2001-01-01,Married,Nigerian,Student,Student,,Diploma,
20000086767,Amaka,Sadiq,Female,50,1976-01-01,Single,Nigerian,Self-Employed,Farmer,Informal,Diploma,9.0
20000086768,Ibrahim,Okoye,Male,25,2001-01-01,Married,Nigerian,Student,Student,,PhD,
20000086769,Bisi,Sadiq,Female,29,1997-01-01,Single,Nigerian,Self-Employed,Trader,NGO,Bachelors,1.0
20000086770,Aisha,Mohammed,Female,59,1967-01-01,Divorced,Nigerian,Self-Employed,Farmer,Private,Masters,21.0
20000086771,Kemi,Ogunleye,Female,69,1957-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000086772,Chinedu,Okafor,Male,44,1982-01-01,Divorced,Nigerian,Employed,Civil Servant,Public,PhD,11.0
20000086773,Sade,Adeyemi,Female,64,1962-01-01,Divorced,Nigerian,Employed,Engineer,Public,Diploma,25.0
20000086774,Chinedu,Abdullahi,Male,57,1969-01-01,Married,Nigerian,Self-Employed,Artisan,Public,Secondary,16.0
20000086775,Halima,Abdullahi,Female,28,1998-01-01,Single,Nigerian,Self-Employed,Artisan,NGO,Masters,2.0
20000086776,Musa,Okafor,Male,73,1953-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000086777,Olu,Mohammed,Male,49,1977-01-01,Married,Nigerian,Employed,Engineer,NGO,Diploma,30.0
20000086778,Sadiq,Abdullahi,Male,21,2005-01-01,Divorced,Nigerian,Student,Student,,Masters,
20000086779,Ibrahim,Okafor,Male,28,1998-01-01,Married,Nigerian,Self-Employed,Consultant,Informal,Masters,9.0
20000086780,Sadiq,Balogun,Male,29,1997-01-01,Single,Nigerian,Self-Employed,Trader,Informal,Secondary,10.0
20000086781,Tunde,Okafor,Male,38,1988-01-01,Single,Nigerian,Self-Employed,Farmer,Public,Bachelors,7.0
20000086782,Halima,Lawal,Female,30,1996-01-01,Widowed,Nigerian,Employed,Engineer,NGO,PhD,7.0
20000086783,Ade,Lawal,Male,65,1961-01-01,Widowed,Nigerian,Employed,Accountant,Public,Masters,31.0
20000086784,Ade,Ogunleye,Male,20,2006-01-01,Married,Nigerian,Student,Student,,Bachelors,
20000086785,Aisha,Balogun,Female,43,1983-01-01,Single,Nigerian,Self-Employed,Trader,Informal,PhD,9.0
20000086786,Halima,Mohammed,Female,53,1973-01-01,Married,Nigerian,Employed,Civil Servant,Public,Diploma,21.0
20000086787,Aisha,Akinwale,Female,61,1965-01-01,Single,Nigerian,Retired,Retired,,Bachelors,
20000086788,Sadiq,Abdullahi,Male,72,1954-01-01,Widowed,Nigerian,Retired,Retired,,PhD,
20000086789,Olu,Okafor,Male,24,2002-01-01,Married,Nigerian,Self-Employed,Farmer,Private,Bachelors,4.0
20000086790,Kunle,Okafor,Male,31,1995-01-01,Divorced,Nigerian,Employed,Analyst,Public,Bachelors,8.0
20000086791,Fatima,Akinwale,Female,36,1990-01-01,Divorced,Nigerian,Employed,Analyst,NGO,Masters,4.0
20000086792,Emeka,Okoye,Male,60,1966-01-01,Married,Nigerian,Self-Employed,Consultant,NGO,Primary,13.0
20000086793,Funke,Okafor,Female,45,1981-01-01,Single,Nigerian,Student,Student,,Secondary,
20000086794,Zainab,Ogunleye,Female,54,1972-01-01,Single,Nigerian,Employed,Accountant,NGO,Masters,25.0
20000086795,Ibrahim,Ogunleye,Male,50,1976-01-01,Married,Nigerian,Employed,Teacher,NGO,Bachelors,5.0
20000086796,Emeka,Lawal,Male,44,1982-01-01,Widowed,Nigerian,Employed,Engineer,Private,Diploma,10.0
20000086797,Emeka,Mohammed,Male,57,1969-01-01,Married,Nigerian,Student,Student,,Masters,
20000086798,Tunde,Adeyemi,Male,57,1969-01-01,Married,Nigerian,Employed,Civil Servant,Private,Primary,38.0
20000086799,Sade,Okafor,Female,70,1956-01-01,Single,Nigerian,Retired,Retired,,Diploma,
20000086800,Emeka,Balogun,Male,21,2005-01-01,Married,Nigerian,Student,Student,,Secondary,
20000086801,Halima,Akinwale,Female,23,2003-01-01,Divorced,Nigerian,Self-Employed,Consultant,NGO,Secondary,0.0
20000086802,Ibrahim,Mohammed,Male,70,1956-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000086803,Olu,Abdullahi,Male,26,2000-01-01,Divorced,Nigerian,Retired,Retired,,PhD,
20000086804,Ade,Okafor,Male,42,1984-01-01,Widowed,Nigerian,Student,Student,,Secondary,
20000086805,Bisi,Mohammed,Female,72,1954-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000086806,Olu,Sadiq,Male,34,1992-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000086807,Sade,Okoye,Female,47,1979-01-01,Widowed,Nigerian,Employed,Civil Servant,Public,Secondary,29.0
20000086808,Amaka,Lawal,Female,59,1967-01-01,Widowed,Nigerian,Employed,Civil Servant,Public,Secondary,38.0
20000086809,Chinedu,Ogunleye,Male,55,1971-01-01,Divorced,Nigerian,Employed,Engineer,Private,Diploma,7.0
20000086810,Sade,Ogunleye,Female,32,1994-01-01,Single,Nigerian,Self-Employed,Farmer,NGO,Bachelors,10.0
20000086811,Sade,Okafor,Female,68,1958-01-01,Single,Nigerian,Retired,Retired,,Diploma,
20000086812,Kemi,Mohammed,Female,26,2000-01-01,Divorced,Nigerian,Unemployed,None,,Secondary,
20000086813,Kunle,Akinwale,Male,35,1991-01-01,Married,Nigerian,Employed,Analyst,Informal,Diploma,3.0
20000086814,Ibrahim,Balogun,Male,50,1976-01-01,Single,Nigerian,Employed,Analyst,Public,Masters,31.0
20000086815,Sadiq,Ogunleye,Male,57,1969-01-01,Married,Nigerian,Unemployed,None,,Diploma,
20000086816,Aisha,Okoye,Female,39,1987-01-01,Single,Nigerian,Employed,Accountant,Informal,Diploma,19.0
20000086817,Emeka,Sadiq,Male,67,1959-01-01,Married,Nigerian,Retired,Retired,,Bachelors,
20000086818,Olu,Lawal,Male,36,1990-01-01,Widowed,Nigerian,Self-Employed,Artisan,Public,PhD,0.0
20000086819,Halima,Adeyemi,Female,25,2001-01-01,Single,Nigerian,Unemployed,None,,Diploma,
20000086820,Zainab,Sadiq,Female,20,2006-01-01,Married,Nigerian,Student,Student,,Masters,
20000086821,Yusuf,Abdullahi,Male,46,1980-01-01,Married,Nigerian,Employed,Analyst,NGO,Diploma,23.0
20000086822,Tunde,Akinwale,Male,36,1990-01-01,Married,Nigerian,Unemployed,None,,Masters,
20000086823,Aisha,Akinwale,Female,23,2003-01-01,Married,Nigerian,Employed,Teacher,Private,Masters,5.0
20000086824,Musa,Lawal,Male,61,1965-01-01,Married,Nigerian,Employed,Engineer,Informal,Diploma,19.0
20000086825,Fatima,Balogun,Female,51,1975-01-01,Widowed,Nigerian,Employed,Accountant,NGO,Diploma,32.0
20000086826,Bisi,Lawal,Female,61,1965-01-01,Single,Nigerian,Unemployed,None,,Masters,
20000086827,Ibrahim,Adeyemi,Male,66,1960-01-01,Single,Nigerian,Retired,Retired,,Masters,
20000086828,Halima,Balogun,Female,49,1977-01-01,Divorced,Nigerian,Self-Employed,Farmer,Public,PhD,2.0
20000086829,Aisha,Akinwale,Female,63,1963-01-01,Single,Nigerian,Student,Student,,Primary,
20000086830,Olu,Lawal,Male,68,1958-01-01,Married,Nigerian,Retired,Retired,,Masters,
20000086831,Emeka,Balogun,Male,55,1971-01-01,Widowed,Nigerian,Self-Employed,Trader,Informal,Bachelors,20.0
20000086832,Yusuf,Adeyemi,Male,53,1973-01-01,Widowed,Nigerian,Employed,Engineer,Private,PhD,0.0
20000086833,Aisha,Balogun,Female,61,1965-01-01,Widowed,Nigerian,Self-Employed,Artisan,Informal,Secondary,8.0
20000086834,Aisha,Akinwale,Female,45,1981-01-01,Single,Nigerian,Employed,Analyst,NGO,Diploma,19.0
20000086835,Sadiq,Sadiq,Male,62,1964-01-01,Divorced,Nigerian,Employed,Accountant,NGO,Secondary,20.0
20000086836,Tunde,Adeyemi,Male,58,1968-01-01,Divorced,Nigerian,Retired,Retired,,Bachelors,
20000086837,Ngozi,Abdullahi,Female,45,1981-01-01,Single,Nigerian,Student,Student,,Masters,
20000086838,Kunle,Lawal,Male,52,1974-01-01,Married,Nigerian,Employed,Accountant,Public,Primary,11.0
20000086839,Kunle,Adeyemi,Male,18,2008-01-01,Widowed,Nigerian,Student,Student,,Diploma,
20000086840,Kunle,Ogunleye,Male,41,1985-01-01,Divorced,Nigerian,Employed,Analyst,Public,Masters,5.0
20000086841,Musa,Adeyemi,Male,51,1975-01-01,Single,Nigerian,Student,Student,,Diploma,
20000086842,Tunde,Okoye,Male,23,2003-01-01,Widowed,Nigerian,Unemployed,None,,Masters,
20000086843,Kunle,Adeyemi,Male,47,1979-01-01,Single,Nigerian,Student,Student,,Primary,
20000086844,Ngozi,Abdullahi,Female,54,1972-01-01,Divorced,Nigerian,Employed,Analyst,Informal,Secondary,1.0
20000086845,Tunde,Okafor,Male,30,1996-01-01,Widowed,Nigerian,Unemployed,None,,Diploma,
20000086846,Zainab,Akinwale,Female,22,2004-01-01,Widowed,Nigerian,Unemployed,None,,Primary,
20000086847,Sade,Okoye,Female,75,1951-01-01,Married,Nigerian,Retired,Retired,,Masters,
20000086848,Fatima,Akinwale,Female,43,1983-01-01,Widowed,Nigerian,Self-Employed,Consultant,Public,Diploma,18.0
20000086849,Ade,Mohammed,Male,49,1977-01-01,Married,Nigerian,Self-Employed,Consultant,Public,Masters,13.0
20000086850,Bisi,Akinwale,Female,34,1992-01-01,Married,Nigerian,Employed,Engineer,Informal,Primary,0.0
20000086851,Zainab,Sadiq,Female,49,1977-01-01,Divorced,Nigerian,Self-Employed,Consultant,Private,Diploma,7.0
20000086852,Yusuf,Okafor,Male,43,1983-01-01,Married,Nigerian,Self-Employed,Consultant,Private,Bachelors,8.0
20000086853,Yusuf,Abdullahi,Male,37,1989-01-01,Single,Nigerian,Employed,Accountant,NGO,Masters,7.0
20000086854,Halima,Okoye,Female,62,1964-01-01,Married,Nigerian,Employed,Engineer,Informal,Masters,35.0
20000086855,Yusuf,Okoye,Male,26,2000-01-01,Divorced,Nigerian,Employed,Accountant,Private,Diploma,0.0
20000086856,Ade,Okafor,Male,44,1982-01-01,Divorced,Nigerian,Unemployed,None,,Masters,
20000086857,Funke,Lawal,Female,19,2007-01-01,Widowed,Nigerian,Student,Student,,Diploma,
20000086858,Zainab,Sadiq,Female,73,1953-01-01,Married,Nigerian,Retired,Retired,,Diploma,
20000086859,Yusuf,Adeyemi,Male,61,1965-01-01,Married,Nigerian,Employed,Teacher,NGO,Masters,38.0
20000086860,Yusuf,Ogunleye,Male,70,1956-01-01,Married,Nigerian,Retired,Retired,,PhD,
20000086861,Amaka,Ogunleye,Female,53,1973-01-01,Single,Nigerian,Student,Student,,Masters,
20000086862,Sadiq,Mohammed,Male,62,1964-01-01,Divorced,Nigerian,Employed,Civil Servant,Public,Diploma,37.0
20000086863,Funke,Balogun,Female,39,1987-01-01,Widowed,Nigerian,Employed,Teacher,Private,PhD,16.0
20000086864,Kemi,Adeyemi,Female,32,1994-01-01,Single,Nigerian,Self-Employed,Consultant,Public,Primary,10.0
20000086865,Bisi,Akinwale,Female,72,1954-01-01,Single,Nigerian,Retired,Retired,,Diploma,
20000086866,Halima,Ogunleye,Female,47,1979-01-01,Married,Nigerian,Employed,Teacher,Public,PhD,14.0
20000086867,Ngozi,Akinwale,Female,24,2002-01-01,Divorced,Nigerian,Employed,Engineer,Informal,Secondary,4.0
20000086868,Amaka,Okoye,Female,39,1987-01-01,Divorced,Nigerian,Retired,Retired,,Bachelors,
20000086869,Tunde,Sadiq,Male,62,1964-01-01,Widowed,Nigerian,Employed,Engineer,Private,Bachelors,29.0
20000086870,Zainab,Abdullahi,Female,40,1986-01-01,Single,Nigerian,Employed,Accountant,Public,Primary,15.0
20000086871,Halima,Abdullahi,Female,42,1984-01-01,Divorced,Nigerian,Self-Employed,Artisan,NGO,Primary,1.0
20000086872,Chinedu,Balogun,Male,74,1952-01-01,Married,Nigerian,Retired,Retired,,Primary,
20000086873,Bisi,Abdullahi,Female,65,1961-01-01,Single,Nigerian,Employed,Engineer,Public,Bachelors,25.0
20000086874,Bisi,Akinwale,Female,66,1960-01-01,Widowed,Nigerian,Retired,Retired,,Secondary,
20000086875,Sade,Abdullahi,Female,26,2000-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000086876,Tunde,Abdullahi,Male,38,1988-01-01,Married,Nigerian,Unemployed,None,,Diploma,
20000086877,Zainab,Mohammed,Female,59,1967-01-01,Married,Nigerian,Self-Employed,Consultant,Public,Masters,6.0
20000086878,Sade,Ogunleye,Female,21,2005-01-01,Divorced,Nigerian,Student,Student,,Bachelors,
20000086879,Aisha,Ogunleye,Female,71,1955-01-01,Married,Nigerian,Retired,Retired,,Diploma,
20000086880,Aisha,Sadiq,Female,40,1986-01-01,Single,Nigerian,Unemployed,None,,Primary,
20000086881,Funke,Abdullahi,Female,65,1961-01-01,Widowed,Nigerian,Employed,Accountant,Informal,PhD,46.0
20000086882,Kemi,Okafor,Female,42,1984-01-01,Single,Nigerian,Self-Employed,Consultant,Public,Secondary,10.0
20000086883,Funke,Sadiq,Female,35,1991-01-01,Widowed,Nigerian,Employed,Engineer,Public,Masters,4.0
20000086884,Ngozi,Adeyemi,Female,45,1981-01-01,Widowed,Nigerian,Employed,Analyst,Informal,Primary,8.0
20000086885,Aisha,Okafor,Female,31,1995-01-01,Married,Nigerian,Unemployed,None,,Secondary,
20000086886,Ibrahim,Abdullahi,Male,65,1961-01-01,Widowed,Nigerian,Employed,Engineer,NGO,Bachelors,10.0
20000086887,Amaka,Balogun,Female,51,1975-01-01,Widowed,Nigerian,Self-Employed,Farmer,Private,PhD,27.0
20000086888,Amaka,Akinwale,Female,74,1952-01-01,Married,Nigerian,Retired,Retired,,Secondary,
20000086889,Ade,Abdullahi,Male,18,2008-01-01,Divorced,Nigerian,Student,Student,,Diploma,
20000086890,Kemi,Sadiq,Female,38,1988-01-01,Single,Nigerian,Employed,Accountant,Informal,Bachelors,12.0
20000086891,Halima,Balogun,Female,70,1956-01-01,Married,Nigerian,Retired,Retired,,Diploma,
20000086892,Kemi,Abdullahi,Female,22,2004-01-01,Single,Nigerian,Self-Employed,Trader,Informal,Diploma,2.0
20000086893,Zainab,Sadiq,Female,66,1960-01-01,Married,Nigerian,Retired,Retired,,PhD,
20000086894,Aisha,Sadiq,Female,50,1976-01-01,Single,Nigerian,Employed,Teacher,NGO,Masters,32.0
20000086895,Sadiq,Balogun,Male,30,1996-01-01,Divorced,Nigerian,Employed,Teacher,NGO,Masters,11.0
20000086896,Halima,Mohammed,Female,35,1991-01-01,Single,Nigerian,Unemployed,None,,Primary,
20000086897,Sadiq,Balogun,Male,31,1995-01-01,Married,Nigerian,Student,Student,,Bachelors,
20000086898,Kemi,Balogun,Female,22,2004-01-01,Divorced,Nigerian,Self-Employed,Consultant,Private,Diploma,2.0
20000086899,Amaka,Lawal,Female,62,1964-01-01,Divorced,Nigerian,Retired,Retired,,Bachelors,
20000086900,Musa,Ogunleye,Male,39,1987-01-01,Single,Nigerian,Employed,Civil Servant,Public,Masters,18.0
20000086901,Fatima,Okafor,Female,42,1984-01-01,Single,Nigerian,Student,Student,,Secondary,
20000086902,Ade,Adeyemi,Male,22,2004-01-01,Divorced,Nigerian,Student,Student,,Diploma,
20000086903,Sade,Okoye,Female,31,1995-01-01,Single,Nigerian,Unemployed,None,,Bachelors,
20000086904,Sade,Okoye,Female,70,1956-01-01,Divorced,Nigerian,Retired,Retired,,Primary,
20000086905,Ade,Sadiq,Male,46,1980-01-01,Divorced,Nigerian,Employed,Analyst,NGO,Masters,27.0
20000086906,Ngozi,Ogunleye,Female,74,1952-01-01,Married,Nigerian,Retired,Retired,,Secondary,
20000086907,Tunde,Ogunleye,Male,45,1981-01-01,Widowed,Nigerian,Self-Employed,Farmer,Informal,PhD,23.0
20000086908,Zainab,Lawal,Female,69,1957-01-01,Married,Nigerian,Retired,Retired,,PhD,
20000086909,Bisi,Ogunleye,Female,35,1991-01-01,Married,Nigerian,Student,Student,,PhD,
20000086910,Sade,Ogunleye,Female,53,1973-01-01,Single,Nigerian,Employed,Teacher,Private,Bachelors,33.0
20000086911,Halima,Mohammed,Female,75,1951-01-01,Married,Nigerian,Retired,Retired,,Primary,
20000086912,Emeka,Mohammed,Male,46,1980-01-01,Married,Nigerian,Employed,Analyst,Public,Primary,9.0
20000086913,Chinedu,Abdullahi,Male,24,2002-01-01,Widowed,Nigerian,Retired,Retired,,Masters,
20000086914,Bisi,Akinwale,Female,71,1955-01-01,Single,Nigerian,Retired,Retired,,Primary,
20000086915,Ade,Mohammed,Male,26,2000-01-01,Divorced,Nigerian,Retired,Retired,,Diploma,
20000086916,Halima,Lawal,Female,52,1974-01-01,Divorced,Nigerian,Self-Employed,Consultant,Public,Secondary,18.0
20000086917,Ibrahim,Okafor,Male,24,2002-01-01,Widowed,Nigerian,Self-Employed,Artisan,NGO,PhD,4.0
20000086918,Funke,Abdullahi,Female,42,1984-01-01,Widowed,Nigerian,Self-Employed,Trader,NGO,Masters,3.0
20000086919,Sadiq,Sadiq,Male,25,2001-01-01,Divorced,Nigerian,Retired,Retired,,PhD,
20000086920,Musa,Mohammed,Male,21,2005-01-01,Single,Nigerian,Student,Student,,Secondary,
20000086921,Sadiq,Balogun,Male,54,1972-01-01,Single,Nigerian,Employed,Civil Servant,Private,Bachelors,21.0
20000086922,Aisha,Abdullahi,Female,49,1977-01-01,Widowed,Nigerian,Self-Employed,Consultant,Private,Masters,19.0
20000086923,Kunle,Adeyemi,Male,30,1996-01-01,Widowed,Nigerian,Employed,Accountant,Private,Primary,3.0
