bvn,assessment_year,state_of_residence,local_government_area,months_total,months_high,inflows_sum,outflows_sum,spending_ratio_avg,lga_baseline_outflows,state_baseline_outflows,peer_ratio_lga,peer_ratio_state,risk_score,status,flag_reason
20000080612,2025,Jigawa,Hadejia,3,1,210850.0,124911.0,0.0,30161.0,27396.5,4.141,4.559,51.026,Review,Outflows are 4.1× higher than LGA typical.
20000080613,2025,Ekiti,Oye,3,0,36280.0,45218.0,0.0,21381.5,23935.0,2.115,1.889,28.088,Compliant,Behaviour is within typical ranges for peers.
20000080614,2025,Anambra,Onitsha North,3,0,20573.0,21175.0,0.0,23071.0,23525.0,0.918,0.9,11.25,Compliant,Behaviour is within typical ranges for peers.
20000080615,2025,Jigawa,Hadejia,3,1,697555.0,166170.0,0.0,23934.5,21527.0,6.943,7.719,62.863,Review,Outflows are 6.9× higher than LGA typical.
20000080616,2025,Plateau,Jos North,3,1,332178.0,158731.0,0.0,23542.0,22631.0,6.742,7.014,60.709,Review,Outflows are 6.7× higher than LGA typical.
20000080617,2025,Edo,Oredo,3,2,803535.0,259381.0,0.0,26767.0,25560.0,9.69,10.148,69.333,Flagged,Outflows are 9.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000080618,2025,Abia,Umuahia North,3,2,750582.0,284470.0,0.0,20168.0,22557.0,14.105,12.611,69.333,Flagged,Outflows are 14.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000080619,2025,Edo,Egor,3,0,47997.0,26486.0,0.0,28010.0,26408.0,0.946,1.003,11.316,Compliant,Behaviour is within typical ranges for peers.
20000080620,2025,Ebonyi,Abakaliki,3,0,84180.0,20882.0,0.0,24032.0,24679.0,0.869,0.846,11.25,Compliant,Behaviour is within typical ranges for peers.
20000080621,2025,Lagos,Yaba,3,2,356029.0,394054.0,0.0,19611.0,26102.0,20.094,15.097,69.333,Flagged,Outflows are 20.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000080622,2025,Borno,Biu,3,0,67548.0,33328.0,0.0,19643.0,21243.5,1.697,1.569,23.136,Compliant,Behaviour is within typical ranges for peers.
20000080623,2025,FCT,Abuja Municipal,3,1,186905.0,79393.0,0.0,23732.0,23890.0,3.345,3.323,44.066,Review,Outflows are 3.3× higher than LGA typical.
20000080624,2025,Zamfara,Gusau,3,0,132751.0,78508.0,0.0,28051.0,25709.0,2.799,3.054,36.348,Compliant,Outflows are 2.8× higher than LGA typical.
20000080625,2025,Kano,Gwale,3,1,352237.0,120503.0,0.0,30475.5,24499.0,3.954,4.919,52.731,Review,Outflows are 4.0× higher than LGA typical.
20000080626,2025,Plateau,Jos South,3,2,865814.0,680864.0,0.0,27066.0,24465.5,25.156,27.83,69.333,Flagged,Outflows are 25.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000080627,2025,Oyo,Ibadan North,3,0,80405.0,88167.0,0.0,25788.0,26016.0,3.419,3.389,38.888,Compliant,Outflows are 3.4× higher than LGA typical.
20000080628,2025,Delta,Warri South,3,2,957763.0,540909.0,0.0,19386.5,23448.0,27.901,23.068,69.333,Flagged,Outflows are 27.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000080629,2025,Borno,Maiduguri,3,0,56930.0,51059.0,0.0,21821.0,22047.0,2.34,2.316,30.362,Compliant,Behaviour is within typical ranges for peers.
20000080630,2025,Ogun,Ado-Odo/Ota,3,0,85829.0,45681.0,0.0,23317.0,19001.0,1.959,2.404,30.971,Compliant,Behaviour is within typical ranges for peers.
20000080631,2025,Ondo,Owo,3,0,53696.0,39000.0,0.0,27177.0,26605.0,1.435,1.466,19.849,Compliant,Behaviour is within typical ranges for peers.
20000080632,2025,Nasarawa,Keffi,3,0,114733.0,87047.0,0.0,20275.5,24224.0,4.293,3.593,44.007,Review,Outflows are 4.3× higher than LGA typical.
20000080633,2025,Niger,Bida,3,0,118915.0,48798.0,0.0,23245.5,23613.5,2.099,2.067,27.922,Compliant,Behaviour is within typical ranges for peers.
20000080634,2025,Taraba,Jalingo,3,2,193583.0,305054.0,0.0,23615.0,21693.5,12.918,14.062,69.333,Flagged,Outflows are 12.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000080635,2025,Jigawa,Hadejia,3,0,70457.0,42285.0,0.0,21445.0,21224.0,1.972,1.992,26.747,Compliant,Behaviour is within typical ranges for peers.
20000080636,2025,Rivers,Okrika,3,0,79446.0,59264.0,0.0,19144.0,24222.0,3.096,2.447,36.655,Compliant,Outflows are 3.1× higher than LGA typical.
20000080637,2025,Kano,Tarauni,3,2,352524.0,706910.0,0.0,26127.5,25060.0,27.056,28.209,69.333,Flagged,Outflows are 27.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000080638,2025,Imo,Orlu,3,0,22868.0,39942.0,0.0,22278.0,23656.0,1.793,1.688,24.376,Compliant,Behaviour is within typical ranges for peers.
20000080639,2025,Gombe,Kaltungo,3,2,98425.0,194021.0,0.0,25655.0,24199.0,7.563,8.018,69.333,Flagged,Outflows are 7.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000080640,2025,Oyo,Ogbomosho North,3,2,960564.0,476469.0,0.0,22451.5,22362.0,21.222,21.307,69.333,Flagged,Outflows are 21.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000080641,2025,Kaduna,Zaria,3,2,232845.0,307134.0,0.0,21206.0,23239.0,14.483,13.216,69.333,Flagged,Outflows are 14.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000080642,2025,Oyo,Ibadan South-West,3,0,33814.0,57266.0,0.0,20903.5,22362.0,2.74,2.561,33.907,Compliant,Outflows are 2.7× higher than LGA typical.
20000080643,2025,Cross River,Calabar Municipal,3,1,811876.0,147519.0,0.0,24536.0,23874.0,6.012,6.179,57.86,Review,Outflows are 6.0× higher than LGA typical.
20000080644,2025,Katsina,Daura,3,0,104869.0,93653.0,0.0,28618.0,27089.0,3.273,3.457,39.138,Compliant,Outflows are 3.3× higher than LGA typical.
20000080645,2025,FCT,Kuje,3,2,247559.0,379529.0,0.0,26562.0,25927.5,14.288,14.638,69.333,Flagged,Outflows are 14.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000080646,2025,Kaduna,Kaduna North,3,1,94627.0,112751.0,0.0,23719.0,24311.0,4.754,4.638,51.964,Review,Outflows are 4.8× higher than LGA typical.
20000080647,2025,Osun,Osogbo,3,0,85451.0,33000.0,0.0,27875.5,23383.0,1.184,1.411,18.995,Compliant,Behaviour is within typical ranges for peers.
20000080648,2025,Ebonyi,Abakaliki,3,2,781411.0,373932.0,0.0,21185.0,21968.0,17.651,17.022,69.333,Flagged,Outflows are 17.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000080649,2025,Adamawa,Yola North,3,0,71657.0,51026.0,0.0,21570.0,21873.0,2.366,2.333,30.608,Compliant,Behaviour is within typical ranges for peers.
20000080650,2025,Anambra,Nnewi North,3,0,17629.0,51782.0,0.0,20644.5,23991.0,2.508,2.158,31.924,Compliant,Outflows are 2.5× higher than LGA typical.
20000080651,2025,Kogi,Okene,3,0,61693.0,26458.0,0.0,25690.0,24871.0,1.03,1.064,12.641,Compliant,Behaviour is within typical ranges for peers.
20000080652,2025,Benue,Makurdi,3,0,163604.0,32813.0,0.0,26132.5,22833.0,1.256,1.437,19.402,Compliant,Behaviour is within typical ranges for peers.
20000080653,2025,Ebonyi,Afikpo North,3,0,30684.0,30680.0,0.0,25696.5,23980.0,1.194,1.279,16.789,Compliant,Behaviour is within typical ranges for peers.
20000080654,2025,Plateau,Jos North,3,1,626819.0,572606.0,0.0,22292.5,24465.5,25.686,23.405,63.667,Review,Outflows are 25.7× higher than LGA typical.
20000080655,2025,Yobe,Potiskum,3,2,142148.0,453215.0,0.0,21231.5,23325.0,21.346,19.43,69.333,Flagged,Outflows are 21.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000080656,2025,Adamawa,Mubi North,3,2,914867.0,372009.0,0.0,24503.0,23549.0,15.182,15.797,69.333,Flagged,Outflows are 15.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000080657,2025,Borno,Biu,3,2,751577.0,467563.0,0.0,24369.0,25143.5,19.187,18.596,69.333,Flagged,Outflows are 19.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000080658,2025,Kogi,Lokoja,3,2,749274.0,333698.0,0.0,29625.0,26152.5,11.264,12.76,69.333,Flagged,Outflows are 11.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000080659,2025,Oyo,Ogbomosho North,3,2,894455.0,291894.0,0.0,25181.5,23846.0,11.592,12.241,69.333,Flagged,Outflows are 11.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000080660,2025,Ondo,Owo,3,2,495199.0,364670.0,0.0,20467.5,20916.0,17.817,17.435,69.333,Flagged,Outflows are 17.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000080661,2025,Gombe,Gombe,3,1,94187.0,196925.0,0.0,26911.0,24281.5,7.318,8.11,63.667,Review,Outflows are 7.3× higher than LGA typical.
20000080662,2025,Borno,Biu,3,0,344308.0,71854.0,0.0,28793.0,25143.5,2.496,2.858,34.857,Compliant,Outflows are 2.9× higher than State typical.
20000080663,2025,Edo,Egor,3,2,706016.0,363192.0,0.0,23057.5,22426.5,15.752,16.195,69.333,Flagged,Outflows are 15.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000080664,2025,Gombe,Kaltungo,3,1,943067.0,282820.0,0.0,24304.0,25400.0,11.637,11.135,63.667,Review,Outflows are 11.6× higher than LGA typical.
20000080665,2025,Sokoto,Sokoto North,3,2,210677.0,376141.0,0.0,21915.0,23979.5,17.164,15.686,69.333,Flagged,Outflows are 17.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000080666,2025,Enugu,Enugu North,3,0,65125.0,32359.0,0.0,22666.0,21165.0,1.428,1.529,20.795,Compliant,Behaviour is within typical ranges for peers.
20000080667,2025,Bauchi,Azare,3,0,94983.0,41152.0,0.0,19657.0,23184.0,2.094,1.775,27.861,Compliant,Behaviour is within typical ranges for peers.
20000080668,2025,Taraba,Jalingo,3,2,632530.0,198325.0,0.0,28467.0,28268.5,6.967,7.016,66.382,Flagged,Outflows are 7.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000080669,2025,FCT,Abuja Municipal,3,2,912543.0,248422.0,0.0,30273.0,21477.0,8.206,11.567,69.333,Flagged,Outflows are 8.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000080670,2025,Jigawa,Hadejia,3,1,117457.0,110989.0,0.0,25540.5,21752.0,4.346,5.102,53.556,Review,Outflows are 4.3× higher than LGA typical.
20000080671,2025,Jigawa,Dutse,3,1,285078.0,136291.0,0.0,24064.0,24669.0,5.664,5.525,55.902,Review,Outflows are 5.7× higher than LGA typical.
20000080672,2025,Katsina,Katsina,3,2,921161.0,234960.0,0.0,20131.0,22776.0,11.672,10.316,69.333,Flagged,Outflows are 11.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000080673,2025,Kebbi,Birnin Kebbi,3,1,1159417.0,93778.0,0.0,25929.5,27968.0,3.617,3.353,45.818,Review,Outflows are 3.6× higher than LGA typical.
20000080674,2025,Jigawa,Dutse,3,0,43963.0,67505.0,0.0,24929.0,26604.0,2.708,2.537,33.646,Compliant,Outflows are 2.7× higher than LGA typical.
20000080675,2025,Kebbi,Argungu,3,2,935477.0,455739.0,0.0,19716.0,22526.0,23.115,20.232,69.333,Flagged,Outflows are 23.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000080676,2025,Osun,Ilesa East,3,2,510893.0,293762.0,0.0,24136.5,21937.0,12.171,13.391,69.333,Flagged,Outflows are 12.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000080677,2025,Nasarawa,Keffi,3,2,737586.0,529601.0,0.0,18855.0,22735.5,28.088,23.294,69.333,Flagged,Outflows are 28.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000080678,2025,Ogun,Abeokuta South,3,0,204528.0,100177.0,0.0,30765.5,23819.0,3.256,4.206,43.544,Review,Outflows are 3.3× higher than LGA typical.
20000080679,2025,Benue,Otukpo,3,0,78725.0,39578.0,0.0,22247.0,22247.0,1.779,1.779,24.201,Compliant,Behaviour is within typical ranges for peers.
20000080680,2025,Bauchi,Azare,3,2,181221.0,455409.0,0.0,20991.0,19812.0,21.695,22.987,69.333,Flagged,Outflows are 21.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000080681,2025,Anambra,Nnewi North,3,0,49604.0,39059.0,0.0,21014.0,23525.0,1.859,1.66,25.186,Compliant,Behaviour is within typical ranges for peers.
20000080682,2025,Kaduna,Kafanchan,3,2,303595.0,413816.0,0.0,27951.5,25461.0,14.805,16.253,69.333,Flagged,Outflows are 14.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000080683,2025,Bauchi,Azare,3,2,943194.0,301713.0,0.0,22566.5,24218.0,13.37,12.458,69.333,Flagged,Outflows are 13.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000080684,2025,Akwa Ibom,Uyo,3,2,605126.0,404936.0,0.0,25020.0,25670.0,16.184,15.775,69.333,Flagged,Outflows are 16.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000080685,2025,Enugu,Enugu North,3,2,355629.0,478677.0,0.0,21068.5,24813.5,22.72,19.291,69.333,Flagged,Outflows are 22.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000080686,2025,Ogun,Ado-Odo/Ota,3,2,229111.0,209191.0,0.0,21130.0,20591.0,9.9,10.159,69.333,Flagged,Outflows are 9.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000080687,2025,Akwa Ibom,Eket,3,2,533882.0,239461.0,0.0,27018.0,27888.0,8.863,8.587,69.333,Flagged,Outflows are 8.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000080688,2025,Gombe,Gombe,3,0,36716.0,80551.0,0.0,26759.5,22807.0,3.01,3.532,39.618,Compliant,Outflows are 3.0× higher than LGA typical.
20000080689,2025,Benue,Makurdi,3,0,109846.0,37950.0,0.0,26132.5,24830.0,1.452,1.528,20.787,Compliant,Behaviour is within typical ranges for peers.
20000080690,2025,Zamfara,Kaura Namoda,3,0,64977.0,37233.0,0.0,24704.0,23602.0,1.507,1.578,21.499,Compliant,Behaviour is within typical ranges for peers.
20000080691,2025,Kaduna,Kaduna South,3,2,1160329.0,288483.0,0.0,23718.0,22854.0,12.163,12.623,69.333,Flagged,Outflows are 12.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000080692,2025,Ondo,Ondo West,3,2,860767.0,623820.0,0.0,30066.0,25768.5,20.748,24.209,69.333,Flagged,Outflows are 20.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000080693,2025,Niger,Suleja,3,1,123635.0,124368.0,0.0,27203.0,20832.0,4.572,5.97,57.086,Review,Outflows are 4.6× higher than LGA typical.
20000080694,2025,Ebonyi,Abakaliki,3,0,128813.0,106028.0,0.0,25806.0,25726.0,4.109,4.121,43.089,Review,Outflows are 4.1× higher than LGA typical.
20000080695,2025,Gombe,Gombe,3,2,656392.0,144134.0,0.0,21161.0,24199.0,6.811,5.956,65.717,Flagged,Outflows are 6.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000080696,2025,Bauchi,Azare,3,2,1111471.0,359247.0,0.0,22566.5,24218.0,15.919,14.834,69.333,Flagged,Outflows are 15.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000080697,2025,Osun,Osogbo,3,0,187841.0,76537.0,0.0,28005.0,23383.0,2.733,3.273,37.908,Compliant,Outflows are 2.7× higher than LGA typical.
20000080698,2025,Abia,Umuahia North,3,2,207844.0,435559.0,0.0,23928.0,25315.0,18.203,17.206,69.333,Flagged,Outflows are 18.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000080699,2025,Plateau,Barkin Ladi,3,2,144901.0,333026.0,0.0,25098.0,25486.0,13.269,13.067,69.333,Flagged,Outflows are 13.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000080700,2025,Kaduna,Kaduna South,3,2,908211.0,505641.0,0.0,22476.0,25461.0,22.497,19.859,69.333,Flagged,Outflows are 22.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000080701,2025,Enugu,Enugu North,3,0,38892.0,46018.0,0.0,22666.0,21642.0,2.03,2.126,28.21,Compliant,Behaviour is within typical ranges for peers.
20000080702,2025,Enugu,Enugu South,3,2,921778.0,517545.0,0.0,21495.5,22483.0,24.077,23.019,69.333,Flagged,Outflows are 24.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000080703,2025,Imo,Orlu,3,0,83527.0,24183.0,0.0,22278.0,23364.0,1.086,1.035,13.095,Compliant,Behaviour is within typical ranges for peers.
20000080704,2025,Jigawa,Dutse,3,2,233843.0,656794.0,0.0,24349.0,24252.0,26.974,27.082,69.333,Flagged,Outflows are 27.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000080705,2025,Nasarawa,Keffi,3,0,55455.0,46138.0,0.0,18702.5,22131.5,2.467,2.085,31.551,Compliant,Behaviour is within typical ranges for peers.
20000080706,2025,Katsina,Katsina,3,2,120291.0,196681.0,0.0,22546.0,23491.5,8.724,8.372,69.333,Flagged,Outflows are 8.7× higher than LGA typical. Pattern repeats in 2/3 months.
20000080707,2025,Bauchi,Azare,3,0,78854.0,66205.0,0.0,25421.5,24743.0,2.604,2.676,33.377,Compliant,Outflows are 2.6× higher than LGA typical.
20000080708,2025,Abia,Aba South,3,1,41224.0,68265.0,0.0,24087.0,24007.5,2.834,2.843,40.411,Review,Outflows are 2.8× higher than LGA typical.
20000080709,2025,Rivers,Obio-Akpor,3,2,685875.0,356545.0,0.0,21610.5,24671.0,16.499,14.452,69.333,Flagged,Outflows are 16.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000080710,2025,Sokoto,Sokoto North,3,2,667915.0,443370.0,0.0,18482.0,20994.0,23.989,21.119,69.333,Flagged,Outflows are 24.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000080711,2025,Ondo,Owo,3,1,220020.0,356968.0,0.0,23569.0,25828.5,15.146,13.821,63.667,Review,Outflows are 15.1× higher than LGA typical.
20000080712,2025,Delta,Warri South,3,0,185055.0,88957.0,0.0,27624.5,23695.0,3.22,3.754,40.991,Review,Outflows are 3.2× higher than LGA typical.
20000080713,2025,FCT,Bwari,3,2,156216.0,471897.0,0.0,17812.5,24213.0,26.492,19.489,69.333,Flagged,Outflows are 26.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000080714,2025,Gombe,Gombe,3,0,151981.0,53519.0,0.0,24376.0,21369.0,2.196,2.505,31.891,Compliant,Outflows are 2.5× higher than State typical.
20000080715,2025,Benue,Otukpo,3,0,99743.0,42072.0,0.0,23781.0,24444.0,1.769,1.721,24.076,Compliant,Behaviour is within typical ranges for peers.
20000080716,2025,Zamfara,Gusau,3,0,53798.0,69403.0,0.0,31018.0,25709.0,2.238,2.7,33.577,Compliant,Outflows are 2.7× higher than State typical.
20000080717,2025,Oyo,Ogbomosho North,3,2,37228.0,130740.0,0.0,22140.0,22362.0,5.905,5.847,62.507,Review,Outflows are 5.9× higher than LGA typical. Pattern repeats in 2/3 months.
20000080718,2025,Anambra,Awka South,3,0,68895.0,52413.0,0.0,24252.0,27105.0,2.161,1.934,28.576,Compliant,Behaviour is within typical ranges for peers.
20000080719,2025,Benue,Gboko,3,2,1316069.0,523183.0,0.0,23492.0,22247.0,22.271,23.517,69.333,Flagged,Outflows are 22.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000080720,2025,Gombe,Kaltungo,3,2,88001.0,452411.0,0.0,26212.0,24950.0,17.26,18.133,69.333,Flagged,Outflows are 17.3× higher than LGA typical. Pattern repeats in 2/3 months.
20000080721,2025,Kano,Nassarawa,3,2,150228.0,373225.0,0.0,19406.0,23639.5,19.232,15.788,69.333,Flagged,Outflows are 19.2× higher than LGA typical. Pattern repeats in 2/3 months.
20000080722,2025,Gombe,Kaltungo,3,2,747164.0,450792.0,0.0,24304.0,25400.0,18.548,17.748,69.333,Flagged,Outflows are 18.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000080723,2025,Kaduna,Kafanchan,3,1,1125468.0,188170.0,0.0,22635.0,25461.0,8.313,7.391,63.667,Review,Outflows are 8.3× higher than LGA typical.
20000080724,2025,Cross River,Ikom,3,1,35477.0,110504.0,0.0,21138.5,22599.0,5.228,4.89,54.101,Review,Outflows are 5.2× higher than LGA typical.
20000080725,2025,Ondo,Akure South,3,2,55823.0,96179.0,0.0,21057.0,21886.0,4.568,4.395,56.733,Review,Outflows are 4.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000080726,2025,Niger,Suleja,3,0,37628.0,31534.0,0.0,21918.0,23613.5,1.439,1.335,19.428,Compliant,Behaviour is within typical ranges for peers.
20000080727,2025,Kaduna,Kaduna South,3,0,196347.0,42049.0,0.0,24292.0,25492.0,1.731,1.649,23.586,Compliant,Behaviour is within typical ranges for peers.
20000080728,2025,Nasarawa,Keffi,3,0,72085.0,25886.0,0.0,26564.0,23998.5,0.974,1.079,12.952,Compliant,Behaviour is within typical ranges for peers.
20000080729,2025,Bayelsa,Ogbia,3,0,103736.0,21398.0,0.0,21954.0,22381.5,0.975,0.956,11.25,Compliant,Behaviour is within typical ranges for peers.
20000080730,2025,Yobe,Potiskum,3,0,136011.0,56136.0,0.0,22386.0,23997.0,2.508,2.339,31.919,Compliant,Outflows are 2.5× higher than LGA typical.
20000080731,2025,Katsina,Daura,3,1,681362.0,258464.0,0.0,24030.0,22776.0,10.756,11.348,63.667,Review,Outflows are 10.8× higher than LGA typical.
20000080732,2025,Nasarawa,Lafia,3,0,54152.0,22293.0,0.0,21214.0,20173.0,1.051,1.105,13.497,Compliant,Behaviour is within typical ranges for peers.
20000080733,2025,Rivers,Eleme,3,2,712475.0,197748.0,0.0,26208.0,26674.5,7.545,7.413,68.018,Flagged,Outflows are 7.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000080734,2025,Gombe,Kaltungo,3,1,777468.0,483810.0,0.0,24304.0,25400.0,19.907,19.048,63.667,Review,Outflows are 19.9× higher than LGA typical.
20000080735,2025,Benue,Makurdi,3,0,40904.0,33434.0,0.0,21119.0,22812.0,1.583,1.466,21.578,Compliant,Behaviour is within typical ranges for peers.
20000080736,2025,Enugu,Nsukka,3,2,167297.0,438122.0,0.0,21773.0,21642.0,20.122,20.244,69.333,Flagged,Outflows are 20.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000080737,2025,Kano,Fagge,3,2,306051.0,461611.0,0.0,25869.5,23536.0,17.844,19.613,69.333,Flagged,Outflows are 17.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000080738,2025,Benue,Gboko,3,1,236996.0,121771.0,0.0,26984.0,24444.0,4.513,4.982,53.017,Review,Outflows are 4.5× higher than LGA typical.
20000080739,2025,Plateau,Jos North,3,1,83499.0,110165.0,0.0,27321.5,24043.0,4.032,4.582,51.137,Review,Outflows are 4.0× higher than LGA typical.
20000080740,2025,Delta,Udu,3,0,65754.0,55858.0,0.0,16978.5,25955.0,3.29,2.152,38.023,Compliant,Outflows are 3.3× higher than LGA typical.
20000080741,2025,Niger,Bida,3,0,106692.0,80069.0,0.0,19594.0,25559.0,4.086,3.133,42.897,Review,Outflows are 4.1× higher than LGA typical.
20000080742,2025,FCT,Gwagwalada,3,2,99032.0,390285.0,0.0,20124.0,21477.0,19.394,18.172,69.333,Flagged,Outflows are 19.4× higher than LGA typical. Pattern repeats in 2/3 months.
20000080743,2025,Jigawa,Dutse,3,2,1545423.0,716520.0,0.0,25021.0,24669.0,28.637,29.045,69.333,Flagged,Outflows are 28.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000080744,2025,Kebbi,Birnin Kebbi,3,0,31375.0,33597.0,0.0,25299.5,22526.0,1.328,1.491,20.238,Compliant,Behaviour is within typical ranges for peers.
20000080745,2025,Zamfara,Gusau,3,1,396358.0,352704.0,0.0,21475.5,23621.0,16.424,14.932,63.667,Review,Outflows are 16.4× higher than LGA typical.
20000080746,2025,Osun,Ilesa East,3,2,590032.0,533443.0,0.0,24093.0,21943.5,22.141,24.31,69.333,Flagged,Outflows are 22.1× higher than LGA typical. Pattern repeats in 2/3 months.
20000080747,2025,Ondo,Ondo West,3,0,128451.0,41257.0,0.0,23885.0,22327.0,1.727,1.848,25.054,Compliant,Behaviour is within typical ranges for peers.
20000080748,2025,Borno,Biu,3,0,32612.0,31012.0,0.0,19643.0,21926.0,1.579,1.414,21.516,Compliant,Behaviour is within typical ranges for peers.
20000080749,2025,Anambra,Onitsha North,3,2,947908.0,176463.0,0.0,25931.5,26634.0,6.805,6.625,65.696,Flagged,Outflows are 6.8× higher than LGA typical. Pattern repeats in 2/3 months.
20000080750,2025,Jigawa,Dutse,3,1,237308.0,129620.0,0.0,24349.0,25687.0,5.323,5.046,54.509,Review,Outflows are 5.3× higher than LGA typical.
20000080751,2025,Imo,Owerri Municipal,3,0,10586.0,20533.0,0.0,25662.0,23656.0,0.8,0.868,11.25,Compliant,Behaviour is within typical ranges for peers.
20000080752,2025,Oyo,Ogbomosho North,3,2,224531.0,639978.0,0.0,19669.0,21011.0,32.537,30.459,69.333,Flagged,Outflows are 32.5× higher than LGA typical. Pattern repeats in 2/3 months.
20000080753,2025,Adamawa,Yola North,3,0,119680.0,32183.0,0.0,21570.0,23081.5,1.492,1.394,20.246,Compliant,Behaviour is within typical ranges for peers.
20000080754,2025,Ogun,Sagamu,3,0,26400.0,46789.0,0.0,31828.0,25208.0,1.47,1.856,25.155,Compliant,Behaviour is within typical ranges for peers.
20000080755,2025,Imo,Orlu,3,2,683258.0,579903.0,0.0,22278.0,23364.0,26.03,24.82,69.333,Flagged,Outflows are 26.0× higher than LGA typical. Pattern repeats in 2/3 months.
20000080756,2025,Adamawa,Yola North,3,0,98720.0,33595.0,0.0,21877.5,23881.0,1.536,1.407,20.893,Compliant,Behaviour is within typical ranges for peers.
20000080757,2025,Ondo,Owo,3,0,75812.0,17932.0,0.0,22675.5,26605.0,0.791,0.674,11.25,Compliant,Behaviour is within typical ranges for peers.
20000080758,2025,Cross River,Ikom,3,1,68482.0,107899.0,0.0,19969.5,21162.0,5.403,5.099,54.844,Review,Outflows are 5.4× higher than LGA typical.
20000080759,2025,Ekiti,Oye,3,0,200402.0,17842.0,0.0,24103.0,22895.0,0.74,0.779,11.25,Compliant,Behaviour is within typical ranges for peers.
20000080760,2025,Sokoto,Tambuwal,3,0,83756.0,51994.0,0.0,22693.0,23979.5,2.291,2.168,29.889,Compliant,Behaviour is within typical ranges for peers.
20000080761,2025,FCT,Gwagwalada,3,2,971799.0,272779.0,0.0,20124.0,22137.0,13.555,12.322,69.333,Flagged,Outflows are 13.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000080762,2025,Kebbi,Birnin Kebbi,3,0,31955.0,27880.0,0.0,25898.0,27234.0,1.077,1.024,12.908,Compliant,Behaviour is within typical ranges for peers.
20000080763,2025,Katsina,Daura,3,2,843965.0,357635.0,0.0,22964.0,22251.0,15.574,16.073,69.333,Flagged,Outflows are 15.6× higher than LGA typical. Pattern repeats in 2/3 months.
20000080764,2025,Osun,Osogbo,3,1,202223.0,67284.0,0.0,20771.5,21937.0,3.239,3.067,43.341,Review,Outflows are 3.2× higher than LGA typical.
20000080765,2025,Rivers,Okrika,3,1,122547.0,97322.0,0.0,18952.0,25374.0,5.135,3.836,53.7,Review,Outflows are 5.1× higher than LGA typical.
20000080766,2025,Plateau,Jos North,3,0,39926.0,55151.0,0.0,25721.0,26144.0,2.144,2.11,28.399,Compliant,Behaviour is within typical ranges for peers.
20000080767,2025,Niger,Suleja,3,0,104642.0,32592.0,0.0,23581.0,23596.0,1.382,1.381,18.526,Compliant,Behaviour is within typical ranges for peers.
